category,company,env_relevant,has_metric,sentence,source_file,year
other,NYSE_BA_ESG,True,False,"Air Transport Action Group analysis Each new generation of airplanes Operate and fly more efficiently predicts that by 2050 air travel will carry over 10 billion significantly reduces CO2 emissions leveraging data and technology passengers a year, support 180 million jobs and generate nearly $9 trillion in economic activity.",NYSE_BA_2022_esg.jsonl,2022
vision,NYSE_BA_ESG,True,False,"As we look in our operations and our products airframe, propulsion and systems to create a sustainable future of flight, we are united with our and services technology and energy solutions customers and governments around the globe in establishing bold climate change goals and supporting civil aviation’s ambition to achieve net-zero carbon emissions by 2050.",NYSE_BA_2022_esg.jsonl,2022
vision,NYSE_BA_ESG,True,False,"Building on a 32-year partnership, the program aims to advance sustainable aviation solutions that deliver on the great challenge of lowering emissions while expanding the global economy.",NYSE_BA_2022_esg.jsonl,2022
metric,NYSE_BA_ESG,True,True,"The testing No one entity can decarbonize aviation alone, so Boeing significant milestone for efforts to decarbonize our industry, included a flight with 100% SAF in one engine",NYSE_BA_2022_esg.jsonl,2022
vision,NYSE_BA_ESG,True,False,conventional provided technical support for SAF flights with two customers but when combined with the surge in commitments to produce jet fuel in the other.,NYSE_BA_2022_esg.jsonl,2022
action,NYSE_BA_ESG,True,False,"However, Climate risks and opportunities inform our path toward Boeing achieved net-zero carbon emissions at manufacturing the emissions from natural gas and electricity usage at Core sustainable aviation both in our products and in how we and other facilities and in business travel in 2021 for the Metric Sites are calculated and monitored on a monthly basis build them.",NYSE_BA_2022_esg.jsonl,2022
vision,NYSE_BA_ESG,True,False,"To achieve our goals related to the climate and to greenhouse Boeing’s greenhouse gas emissions reduction strategy gases (GHG), we actively monitor emissions, fuel use and is managed within the Global Enterprise Sustainability energy efficiency.",NYSE_BA_2022_esg.jsonl,2022
other,NYSE_BA_ESG,True,False,"In 2021, we maintained manufacturing A few of the certified offsets Boeing and other facilities net-zero emissions, invested in include: specifically Boeing-controlled emissions and Winston Creek Forest Carbon Project: business travel.",NYSE_BA_2022_esg.jsonl,2022
other,NYSE_BA_ESG,True,False,"generations ago works to lower atmospheric Boeing chooses offsets that meet rigorous carbon dioxide levels by supporting improved requirements set by Verified Carbon Standard forest management, such as wildlife habitat (VCS), American Carbon Registry or Gold protection, watershed management and Standard.",NYSE_BA_2022_esg.jsonl,2022
other,NYSE_BA_ESG,True,False,"partner of the Aviation Carbon Exchange Indigenous Reservation of the Mataven (ACE), a partnership between the International Forest: Located in the Colombian indigenous Air Transport Association (IATA) and XCHG territory of Orinoco-Amazon transition zone company, CBL Markets.",NYSE_BA_2022_esg.jsonl,2022
metric,NYSE_BA_ESG,True,True,Greenhouse Reduce emissions Greenhouse gas emissions were 10% under plan primarily Gas by 25%2 • 55% GHG reduction Boeing invests in sustainable operations to due to reduced production activities,NYSE_BA_2022_esg.jsonl,2022
other,NYSE_BA_ESG,True,False,procurement from 2017 Emissions drive our extremely high levels of industrial of renewables.,NYSE_BA_2022_esg.jsonl,2022
metric,NYSE_BA_ESG,True,True,"As we demonstrate progress on our goals for 12.2% reduction 2030, our previously set 2025 targets will act Despite cold northwestern U.S. weather in December, energy as a milestone to guide our actions.",NYSE_BA_2022_esg.jsonl,2022
metric,NYSE_BA_ESG,True,True,"All of our • 10% energy-intensity Reduce energy5 continued to be under plan overall for the enterprise, ending 2025 goals are absolute targets",NYSE_BA_2022_esg.jsonl,2022
metric,NYSE_BA_ESG,True,True,are not Energy reduction from 2025 consumption by 10% the 2021 reporting year at 9.8% under plan.,NYSE_BA_2022_esg.jsonl,2022
other,NYSE_BA_ESG,True,False,reflects how our performance was affected by changes associated with occupancy,NYSE_BA_2022_esg.jsonl,2022
metric,NYSE_BA_ESG,True,True,operations during the 26.4% reduction Reduce water COVID-19 pandemic in 2021.,NYSE_BA_2022_esg.jsonl,2022
metric,NYSE_BA_ESG,True,True,The companywide • 30% reduction in waste 53% reduction produced from 2025 goals shown are converted to site-level Reduce solid waste to Solid waste was steady at 44% under plan in 2021.,NYSE_BA_2022_esg.jsonl,2022
metric,NYSE_BA_ESG,True,True,"Key events, • 5% hazardous waste hazardous Waste including improvements in treatments lines, were positive.",NYSE_BA_2022_esg.jsonl,2022
other,NYSE_BA_ESG,True,False,The net-zero achievement covered Scope 1 and Scope 2 emissions for all manufacturing and work sites within the company’s operational control as well as Scope 3 – Business Travel.,NYSE_BA_2022_esg.jsonl,2022
other,NYSE_BA_ESG,True,False,"Employee Acts Reduce Waste, “The Battle of the Buildings really speaks to Other Boeing sites that excelled in the Energy and Water Use what so many of our employees care about,” competition included employees from St. said Maria Bethke, conservation team lead Louis; Mesa, Arizona; San Antonio, the Boeing celebrated Earth Day on April 22 by in Munich.",NYSE_BA_2022_esg.jsonl,2022
other,NYSE_BA_ESG,True,False,"“We were able to reduce waste Spares Distribution Center in Seattle and kicking off its Battle of the Buildings (BoB) and conserve energy by taking small yet Boeing Distribution in Melbourne, Australia.",NYSE_BA_2022_esg.jsonl,2022
other,NYSE_BA_ESG,True,False,"2022 Sustainability Report 54 Circling Back Waste: Reduce, Redesign and Recapture This diagram reflects Boeing’s transition to a circular economy across our value chain.",NYSE_BA_2022_esg.jsonl,2022
other,NYSE_BA_ESG,True,False,"A circular economy reduces material use, redesigns materials to be less resource-intensive, and recaptures “waste” as a resource to manufacture new materials and products.",NYSE_BA_2022_esg.jsonl,2022
vision,NYSE_BA_ESG,True,False,Corrective actions As part of our commitment to sustainability — with a Boeing also partners with local have been identified and implemented to focus on environmental stewardship and biodiversity — nongovernmental and governmental prevent recurrence.,NYSE_BA_2022_esg.jsonl,2022
other,NYSE_BA_ESG,False,False,"Boeing $2B $30M toward racial equity charitable grants drive positive, lasting change investments over the & social justice in the communities where our employees and last 10 years their families live and work.",NYSE_BA_2022_esg.jsonl,2022
other,NYSE_BA_ESG,True,False,"Our team is shaping the future of sustainable aviation through research and technology development focused on unlocking the potential of sustainable fuels, improved flight performance and renewable energy applications.",NYSE_BA_2022_esg.jsonl,2022
metric,NYSE_BA_ESG,True,True,"Since our baseline year of 2017, Boeing has increased our global renewable energy by 64%, reduced our global Direct GHG Consumption 12.2, 12.4, 12.5.1, 12.6.1, 12.7 Emissions by 15%1",NYSE_BA_2022_esg.jsonl,2022
metric,NYSE_BA_ESG,True,True,"reduced GHG emissions from major manufacturing sites by 24%.1,2 & Production • We remain committed to collaborating with suppliers to advance ESG efforts.",NYSE_BA_2022_esg.jsonl,2022
metric,NYSE_CRI_ESG,False,True,We believe this line demonstrates our Approximately 78 percent of the fabric used have committed to securing those,NYSE_CRI_2020_esg.jsonl,2020
other,NYSE_CRI_ESG,False,False,"other support positive environmental, social,",NYSE_CRI_2020_esg.jsonl,2020
vision,NYSE_CRI_ESG,False,False,commitment to continuous progress,NYSE_CRI_2020_esg.jsonl,2020
other,NYSE_CRI_ESG,False,False,our in the manufacture of our products is sourced materials from sustainable sources by 2030.,NYSE_CRI_2020_esg.jsonl,2020
metric,NYSE_CRI_ESG,False,True,"For more information on our sourcing, see One of the main ways we intend to achieve Protecting Human Rights in Our Global We also strive to source all of the materials we our goal of 100 percent sustainable cotton is Supply Chain use for all of our products in ways that do not through our participation in the Better Cotton contribute to human rights abuses, including Initiative (BCI).",NYSE_CRI_2020_esg.jsonl,2020
vision,NYSE_CRI_ESG,True,False,"Carter’s, Inc. • 2020 Corporate Social Responsibility Report 33 Product Our Commitment to High-Quality, Safe Products We reduces the use of water, electricity, review every product we develop for potential In 2021, we expect to source nearly 1 billion ring and CO when compared to brass.",NYSE_CRI_2020_esg.jsonl,2020
other,NYSE_CRI_ESG,True,False,"And we believe that percent of those to be YKK’s Kensin Stainless the creation of hazardous waste maintaining this confidence allows us Our processes are designed to help ensure Steel SNAPET® snaps, which have a base made as byproducts of the manufacturing to serve future generations.",NYSE_CRI_2020_esg.jsonl,2020
other,NYSE_CRI_ESG,True,False,"As a result, our technologies and set what we believe impacts, and helps them identify and inventories to date have necessarily been to be a meaningful emissions reduction prioritize opportunities for performance incomplete and will require improvement.",NYSE_CRI_2020_esg.jsonl,2020
other,NYSE_CRI_ESG,True,False,"i n g a h e a d follow, we caution against year-over-year We plan to improve our data quality, comparisons, as inconsistencies in the data reduce the environmental impacts in our (particularly as it relates to Scope 3 and indirect direct operations, and collaborate with operations) may be present.",NYSE_CRI_2020_esg.jsonl,2020
other,NYSE_CRI_ESG,True,False,"manufactured for Carter’s, and our logistics analyzing data that can help us understand how opportunity to minimize waste is to reduce providers.",NYSE_CRI_2020_esg.jsonl,2020
other,NYSE_CRI_ESG,True,False,Based on that inventory we believe to improve our waste-reduction efforts.,NYSE_CRI_2020_esg.jsonl,2020
vision,NYSE_CRI_ESG,True,False,We plan to have our reduction goal target all of For our 2022 GHG emissions inventory we would have ordered.,NYSE_CRI_2020_esg.jsonl,2020
other,NYSE_CRI_ESG,True,False,"We intend to the total units manufactured for Carter’s and to communicate about our strategy and progress work with our logistics providers to learn more in future CSR reporting and through responses about their emissions reporting capabilities and to the CDP climate change questionnaire, which opportunities to reduce distribution-related helps companies to measure and manage their emissions.",NYSE_CRI_2020_esg.jsonl,2020
other,NYSE_CRI_ESG,True,False,"the inclusion of new emissions sources, improved calculation methods, GHG Protocol.",NYSE_CRI_2020_esg.jsonl,2020
metric,NYSE_CRI_ESG,False,True,our goals to use 100 percent sustainable cotton,NYSE_CRI_2020_esg.jsonl,2020
other,NYSE_CRI_ESG,False,False,"to use more sustainable packaging, we intend to improve our measurement of the recycled",NYSE_CRI_2020_esg.jsonl,2020
other,NYSE_CRI_ESG,False,False,other sustainable inputs we use.,NYSE_CRI_2020_esg.jsonl,2020
other,NYSE_CRI_ESG,True,False,"As part can apply to our other brands to reduce our of this work, we conducted a detailed climate Company’s environmental footprint.",NYSE_CRI_2021_esg.jsonl,2021
other,NYSE_CRI_ESG,True,False,"To that end: • Our performance disclosures on Scope 1 GHG emissions, Scope 2 GHG • We have been partnering more closely emissions, water, and waste for 2019 and with suppliers to collect primary data and 2021 have undergone independent limited improve reporting.",NYSE_CRI_2021_esg.jsonl,2021
vision,NYSE_CRI_ESG,True,False,"This was an interim target while we to learn more about their progress on emissions determined what a science-based target would disclosure, including their measurement be for Carter’s.",NYSE_CRI_2021_esg.jsonl,2021
vision,NYSE_CRI_ESG,True,False,We have now established a near- capabilities and opportunities to reduce term science-based reduction target validated distribution-related emissions.,NYSE_CRI_2021_esg.jsonl,2021
vision,NYSE_CRI_ESG,True,False,We anticipate by the Science-Based Targets initiative (SBTi) that understanding our providers’ capabilities under which we are committing to reduce,NYSE_CRI_2021_esg.jsonl,2021
other,NYSE_CRI_ESG,True,False,maturity will help in future planning as we absolute Scope 1,NYSE_CRI_2021_esg.jsonl,2021
metric,NYSE_CRI_ESG,True,True,2 GHG emissions 50% make transportation purchasing decisions,NYSE_CRI_2021_esg.jsonl,2021
other,NYSE_CRI_ESG,True,False,by 2030 from a 2019 base year.,NYSE_CRI_2021_esg.jsonl,2021
other,NYSE_CRI_ESG,True,False,"We have been able to achieve this in part Water Impact through a pilot program with our Little Planet million Packaging Innovations brand, which has become an ideal space to We have been quantifying our water usage Full virgin plastic hangers avoided test new sustainable ideas before scaling since 2019.",NYSE_CRI_2021_esg.jsonl,2021
vision,NYSE_CRI_ESG,True,False,"Other recent chain, we are working to better understand Developing sustainable packaging solutions innovations include: Reduction of corrugate consumed these impacts and will seek to improve our is an essential part of our commitment to at our Distribution Centers since 2020 water data through the use of the Higg FEM waste reduction.",NYSE_CRI_2021_esg.jsonl,2021
vision,NYSE_CRI_ESG,True,False,"We intend to set a our Distribution Centers, which decreased diminished reliance on fossil fuels, reduced water-use reduction goal by 2023.",NYSE_CRI_2021_esg.jsonl,2021
action,NYSE_CRI_ESG,True,False,"the amount of corrugate consumed by use of natural resources, more energy-efficient 1 million sq. ft. and reduced the number manufacturing methods, reducing landfill of trailers on the road for shipments by waste, and cleaner oceans.",NYSE_CRI_2021_esg.jsonl,2021
metric,NYSE_CRI_ESG,False,True,One of our key by 232 tons—the equivalent to 50 passenger improvements in this area is progressing to cars for one year—,NYSE_CRI_2021_esg.jsonl,2021
metric,NYSE_CRI_ESG,False,True,diverted 80.6 tons of have most of our apparel products packed for reusable material from landfills.,NYSE_CRI_2021_esg.jsonl,2021
other,NYSE_CRI_ESG,True,False,"Following the GHG Protocol, the inclusion of new emissions sources, improved calculation methods, the per-sq-ft number include fuels.",NYSE_CRI_2021_esg.jsonl,2021
other,NYSE_CRI_ESG,True,False,"We also expanded the scope of • Planet: Reduce our carbon footprint our Little Planet® product offerings, made largely • People: Uplift our workers and communities with organic cotton.",NYSE_CRI_2022_esg.jsonl,2022
other,NYSE_CRI_ESG,True,False,"Reducing our Carbon Footprint We believe in creating an environment that invites Gen Z and Through the execution of our ESG strategies, we expect to We continue to reduce our impact on the environment and other generations to shop and work with us.",NYSE_CRI_2022_esg.jsonl,2022
vision,NYSE_CRI_ESG,True,False,"We are taking a holistic approach to minimizing our carbon and To accomplish our growth and ESG objectives, we will rely on environmental footprint, which includes reducing greenhouse the dedication and commitment of our nearly 16,000 employees I am grateful for the support of our stakeholders as we continue gas emissions and waste.",NYSE_CRI_2022_esg.jsonl,2022
vision,NYSE_CRI_ESG,True,False,"platform is founded on a promise to better our Based on this assessment and additional stakeholder world through our commitment to uplifting input, we have identified our key priorities and goals and workers and communities, providing more sustainable developed three strategic pillars that guide our long-term product offerings, and reducing our carbon footprint.",NYSE_CRI_2022_esg.jsonl,2022
other,NYSE_CRI_ESG,True,False,"o a 30,000 l b y 2 0 3 0 In 2022, our Scope 1",NYSE_CRI_2022_esg.jsonl,2022
metric,NYSE_CRI_ESG,True,True,"our emissions intensity decreased by 14%, both from 2019.",NYSE_CRI_2022_esg.jsonl,2022
other,NYSE_CRI_ESG,True,False,"We believe the recent decrease in emissions is most likely attributed to operationally related factors, such 10,000 as retail store closures and/or climate differences year-over-year that may have caused varying usages of energy across multiple locations.",NYSE_CRI_2022_esg.jsonl,2022
vision,NYSE_CRI_ESG,True,False,Facility Environmental Module (a database of supplier We believe that as we make progress toward our goal to use impact data),NYSE_CRI_2022_esg.jsonl,2022
metric,NYSE_CRI_ESG,True,True,direct engagement to better understand 100% sustainable cotton,NYSE_CRI_2022_esg.jsonl,2022
other,NYSE_CRI_ESG,True,False,"polyester fibers by 2030, we can the environmental practices",NYSE_CRI_2022_esg.jsonl,2022
other,NYSE_CRI_ESG,True,False,reduce GHG emissions associated with the raw materials of accessory suppliers.,NYSE_CRI_2022_esg.jsonl,2022
vision,NYSE_CRI_ESG,True,False,"We also expanded our request for data from our Tier 1 suppliers Regarding transportation, we gather information from our logistics to determine if they have set science-based targets to reduce providers to account for emissions associated with the transport GHG emissions from their own operations.",NYSE_CRI_2022_esg.jsonl,2022
other,NYSE_CRI_ESG,True,False,"of our products, including their measurement capabilities and opportunities to reduce transportation- and distribution-related emissions.",NYSE_CRI_2022_esg.jsonl,2022
vision,NYSE_CRI_ESG,True,False,"Carter’s, Inc. • 2022 Corporate Social Responsibility Report 30 contents ceo message about carter’s product planet people disclosure index Packaging Product Recycling Developing sustainable packaging solutions is an essential part Our KIDCYLETM product take-back Biodiversity of our commitment to waste reduction.",NYSE_CRI_2022_esg.jsonl,2022
other,NYSE_CRI_ESG,True,False,"We are exploring additional ways as we develop new items, we have made a concerted effort to to reduce our impact on biodiversity and will disclose reduce the amount of packaging per product, the number and In 2023, we plan to evolve the program by providing collection progress in future reporting.",NYSE_CRI_2022_esg.jsonl,2022
other,NYSE_CRI_ESG,True,False,"Over the past few years we have worked with our designers to reduce the amount We are working to better understand the water impacts in our of styles that require garment washing to achieve our design global supply chain, and are requiring all of the factories and intent.",NYSE_CRI_2022_esg.jsonl,2022
other,NYSE_CRI_ESG,True,False,increase water conservation in our manufacturing process where appropriate.,NYSE_CRI_2022_esg.jsonl,2022
vision,NYSE_CRI_ESG,True,False,"In 2022, we set a goal to utilize the Higg Index to further drive Arbor Day Foundation reduced water usage in the manufacturing and washing of our products by 2025.",NYSE_CRI_2022_esg.jsonl,2022
vision,NYSE_CRI_ESG,True,False,"These statements are typically our ability to achieve our stated diversity, equity and inclusion, note that the availability of data varies from section to section accompanied by the words “aim,” “anticipate,” “believe,” CSR and sustainability, and climate change goals, protecting in this report.",NYSE_CRI_2022_esg.jsonl,2022
vision,NYSE_CRI_ESG,True,False,"Carter's Climate Risks and Opportunities, p. 63 Metrics and Targets Disclose the metrics and targets used to assess and manage relevant Planet, Improving Our Energy and Emissions Footprint, pp.",NYSE_CRI_2022_esg.jsonl,2022
other,NYSE_CRI_ESG,True,False,"Additionally, while we attempt to ensure consistent methodologies for each inventory year, Carter’s cautions against year-over-year comparison as inconsistency in data, particularly as it relates to Scope 3 and indirect operations, may still be present.",NYSE_CRI_2022_esg.jsonl,2022
other,NYSE_CRI_ESG,True,False,"Additionally, while we attempt to ensure consistent methodologies for each inventory year, 1 “Direct” refers to waste generated at Carter’s operated distribution centers and retail stores.",NYSE_CRI_2022_esg.jsonl,2022
vision,NYSE_CRI_ESG,True,False,"For stores that could not report waste values, Carter’s extrapolated waste and recycling rates Carter’s is exploring the reasons for this and is committed to improving data quality within the Company’s environmental reporting framework submitted by the stores that were able to track this information.",NYSE_CRI_2022_esg.jsonl,2022
vision,NYSE_MUR_ESG,True,False,We believe our longtime commitment to operating responsibly and using resources efficiently – coupled with our environmentally advantaged portfolio – position us to meet the Our Climate Change Position challenges and seize the opportunities of the energy transition Find out more about our climate change so we can remain an industry leader for years to come.,NYSE_MUR_2021_esg.jsonl,2021
governance,NYSE_MUR_ESG,True,False,"to ESG matters, including climate, responsible business The committee has delegated the responsibility of producing the conduct, the community, and diversity, equity and inclusion annual sustainability report to the Sustainability Working Group.",NYSE_MUR_2021_esg.jsonl,2021
action,NYSE_MUR_ESG,True,False,"Protecting and preserving the environment is a deep- refining, oil sands and heavy oil, we have reduced our exposure rooted principle for everyone at Murphy, starting with our to emissions-intensive activities.",NYSE_MUR_2021_esg.jsonl,2021
action,NYSE_MUR_ESG,True,False,We and significantly reduced our emissions footprint.,NYSE_MUR_2021_esg.jsonl,2021
other,NYSE_MUR_ESG,True,False,"We believe that as the energy economy transitions under the Paris Agreement, oil and natural gas will continue to play a vital role in the long-term energy mix.",NYSE_MUR_2021_esg.jsonl,2021
vision,NYSE_MUR_ESG,True,False,"reduction of At Murphy, we are committed to reducing our GHG emissions, 15-20 and focused on understanding and mitigating our climate change ▼ risks.",NYSE_MUR_2021_esg.jsonl,2021
vision,NYSE_MUR_ESG,True,False,We by 2030 have also committed to reduce our Scope 1,NYSE_MUR_2021_esg.jsonl,2021
metric,NYSE_MUR_ESG,True,True,"2 GHG emissions intensity by 15% to 20% by 2030 against a 2019 baseline, excluding the Malaysia operations, which we divested in 2019.",NYSE_MUR_2021_esg.jsonl,2021
governance,NYSE_MUR_ESG,True,False,"In this section, we share our efforts to improve our emissions Routine Flaring performance and our climate governance, strategy, risk by 2030 identification and management and metrics and targets, in alignment with the Task Force on Climate-related Financial Disclosures (TCFD) core elements.",NYSE_MUR_2021_esg.jsonl,2021
other,NYSE_MUR_ESG,True,False,"We prepared an internal, annual Worldwide GHG Emissions Report from • Where necessary, additional source types were added to 2001 through 2017, and have continually refined our emission all assets (e.g., indirect emissions) for consistency across surveys as we strive for improved measuring and tracking.",NYSE_MUR_2021_esg.jsonl,2021
vision,NYSE_MUR_ESG,True,False,"In 2017, we established internal annual GHG emissions targets for our operating business units, • United States – Environmental Protection Agency (EPA) which are reset every year.",NYSE_MUR_2021_esg.jsonl,2021
metric,NYSE_MUR_ESG,True,True,"In 2020, we committed to reducing GHG Mandatory Reporting Rule our emissions intensity further by setting a 2030 reduction • Canada (British Columbia) – Greenhouse Gas Industrial target of 15% to 20% below our 2019 levels, excluding Reporting",NYSE_MUR_2021_esg.jsonl,2021
other,NYSE_MUR_ESG,True,False,Control Act: Greenhouse Gas Emission Malaysia.,NYSE_MUR_2021_esg.jsonl,2021
other,NYSE_MUR_ESG,True,False,We have made significant investments to reduce GHG,NYSE_MUR_2021_esg.jsonl,2021
metric,NYSE_MUR_ESG,True,True,"Scope 2 emissions, spending approximately $100 million from 2015 to emissions fell by 47%,",NYSE_MUR_2021_esg.jsonl,2021
other,NYSE_MUR_ESG,True,False,total company GHG emissions 2020.,NYSE_MUR_2021_esg.jsonl,2021
metric,NYSE_MUR_ESG,True,True,Reducing emissions is a top priority across all our business intensity decreased by 43%.,NYSE_MUR_2021_esg.jsonl,2021
other,NYSE_MUR_ESG,True,False,Our emissions intensity decreased by about our operations,NYSE_MUR_2021_esg.jsonl,2021
metric,NYSE_MUR_ESG,True,True,"facility design teams work collaboratively 10% from 2019 to 2020, putting us on a clear path to achieving to incorporate GHG reduction technologies",NYSE_MUR_2021_esg.jsonl,2021
metric,NYSE_MUR_ESG,True,True,"practices into our goal of reducing emissions intensity by 15% to 20% by 2030 our existing operations,",NYSE_MUR_2021_esg.jsonl,2021
other,NYSE_MUR_ESG,True,False,We continue to focus on implementing established internal technical sharing sessions to communicate emissions-reducing initiatives to ensure the reductions are best practices and provide a forum to evaluate applicability sustainable under future increased activities.,NYSE_MUR_2021_esg.jsonl,2021
other,NYSE_MUR_ESG,True,False,"Improving the efficiency of our combustion practices redundant pipelines to minimize flaring due to downstream reduces associated GHG emissions, as well as emissions of third-party constraints and invested in technologies that reduce nitrogen oxide (NO ), sulfur oxide (SO ) and volatile organic X X venting and fugitive emissions, including: compounds (VOCs).",NYSE_MUR_2021_esg.jsonl,2021
other,NYSE_MUR_ESG,True,False,"Strategies we are using to reduce combustion-related emissions include: • Electrification of facilities, pumping units and instrument air compressors • Dual-fuel fracturing fleet – This is expected to reduce both GHG and NO X • Solar-powered chemical pumps and batteries emissions.",NYSE_MUR_2021_esg.jsonl,2021
action,NYSE_MUR_ESG,True,False,"Reducing truck transportation – We have reduced truck transportation by connecting production in our operating We continue to seek improvements to reduce our methane fields via pipelines whenever practical and cost-efficient, emissions.",NYSE_MUR_2021_esg.jsonl,2021
vision,NYSE_MUR_ESG,True,False,"In 2021, we intend to introduce an external target for and utilizing lay-flat hose to transport fresh water and high- methane intensity.",NYSE_MUR_2021_esg.jsonl,2021
vision,NYSE_MUR_ESG,True,False,"Extending our operated flowline and pipeline network and utilizing third-party underutilized pipelines and infrastructure, where possible, to increase natural gas handling capabilities and reduce flaring Committing to Emissions Reductions and Industry Partnership Murphy is one of the 26 founding members of The Environmental Partnership (EP), launched by the API in 2017.",NYSE_MUR_2021_esg.jsonl,2021
other,NYSE_MUR_ESG,True,False,"In particular, the Stated Policies Scenario (STEPS) and Sustainable Development Scenario (SDS) as presented in the 0 World Energy Outlook 2020, frame potential oil and natural gas 2020 2030 2040 demand, as well as technology, policy and societal requirements tied to energy transition pathway objectives.",NYSE_MUR_2021_esg.jsonl,2021
other,NYSE_MUR_ESG,True,False,"As discussed above, the IEA alternative As we seek to maximize the long-term value of our assets, we transition pathways suggest that oil and natural gas will know that we must manage foreseeable short-, medium- and continue to play a significant role in future energy demand.",NYSE_MUR_2021_esg.jsonl,2021
other,NYSE_MUR_ESG,True,False,"We will remain disciplined in our capital allocation to Through our ERM process, we have identified the following ensure our future investments are competitive in these climate-related risks that might impact our strategy, and are various pathways.",NYSE_MUR_2021_esg.jsonl,2021
vision,NYSE_MUR_ESG,True,False,"− Enhancing data quality and tracking to provide Climate Metrics and Targets higher-quality data, processes and consistency for We use a range of metrics to assess our climate and emissions improved benchmarking and setting key performance performance, and our efforts to address related risks and indicators (KPIs) and emissions reduction targets.",NYSE_MUR_2021_esg.jsonl,2021
governance,NYSE_MUR_ESG,True,False,"We also track and report climate and emissions metrics highlight to our employees, shareholders, in addition recommended by the Sustainable Accounting Standards Board to our other stakeholders, our understanding of and (SASB) for oil and natural gas exploration and production commitment to climate change initiatives.",NYSE_MUR_2021_esg.jsonl,2021
vision,NYSE_MUR_ESG,True,False,"our commitment to reducing emissions and to progress toward For more information, see Improving Emissions the emissions intensity goal, we engaged ERM Certification Performance in this section (see ).",NYSE_MUR_2021_esg.jsonl,2021
other,NYSE_MUR_ESG,True,False,and Verification Services (ERM CVS) to conduct an independent • Market Transition Risk – Murphy has identified three key assurance on our absolute 2020 Scope 1 and 2 GHG emissions.,NYSE_MUR_2021_esg.jsonl,2021
governance,NYSE_MUR_ESG,True,False,"climate-related issues related to the risk of the market transitioning away from fossil fuels and into lower carbon- For 2021, the Executive Compensation Committee of our emission sources.",NYSE_MUR_2021_esg.jsonl,2021
vision,NYSE_MUR_ESG,True,False,"The target metric for 2021 is some cases, the usage cost has been decreasing at set to ensure we remain on the path to achieving our medium- term goal of reducing our gross operationally controlled GHG a noticeably faster rate than previously anticipated.",NYSE_MUR_2021_esg.jsonl,2021
vision,NYSE_MUR_ESG,True,False,"To ensure we follow through with these efforts, intensive energy sources and carbon pricing could we are evaluating additional internal and external targets on lead to demand destruction and significantly impact flaring intensity and methane intensity, both metrics that we have long-term net oil and natural gas prices.",NYSE_MUR_2021_esg.jsonl,2021
governance,NYSE_MUR_ESG,True,False,"risks it poses, and we are committed to reduce our water use from the Board level down to every manager and employee.",NYSE_MUR_2021_esg.jsonl,2021
other,NYSE_MUR_ESG,True,False,We have made significant investments in infrastructure to We continue to integrate water scarcity into our regular minimize our dependence on fresh water and maximize our use risk assessments and into our business strategies.,NYSE_MUR_2021_esg.jsonl,2021
vision,NYSE_MUR_ESG,True,False,"Onshore Water is a key input for our hydraulic fracturing operations comprehensive planning to ensure adequate volumes and quality and is therefore critical to maintaining our onshore production of source water are available when required, and to manage post- targets.",NYSE_MUR_2021_esg.jsonl,2021
vision,NYSE_MUR_ESG,True,False,"To help ensure our water use is sustainable, we have frac storage and handling when wells are on production, with the a comprehensive water management strategy that addresses goal of maximizing water recycling, improving efficient water use development, planning and forecasting, water sourcing, and lowering costs.",NYSE_MUR_2021_esg.jsonl,2021
other,NYSE_MUR_ESG,True,False,"We Water Management Strategy consider a range of factors, including ways to reduce fresh water Our water management strategy provides the foundation, use, preferences of area stakeholders, regional regulations, philosophy and framework for identifying and managing short- physical characteristics as well as economic and technical term and long-term needs, solutions and optimization programs.",NYSE_MUR_2021_esg.jsonl,2021
other,NYSE_MUR_ESG,True,False,"Approximately 59 miles of water pipeline supports the alternative water sources and freshwater sources are required, saline reservoir by allowing direct displacement, storage and we ensure that our operations, when practicable, avoid wetlands, withdrawal without the need for trucking or third-party disposal.",NYSE_MUR_2021_esg.jsonl,2021
other,NYSE_MUR_ESG,True,False,"streams, ponds and lakes, waters of the US (WOUS) or US Army This infrastructure reduces our demand on local freshwater Corps of Engineers (USACE) waterbodies, as well as areas with sources and substantially reduces the number of trucks needed higher water scarcity.",NYSE_MUR_2021_esg.jsonl,2021
other,NYSE_MUR_ESG,True,False,We continue to evaluate We use the World Resource Institute’s Aqueduct Water Risk solutions to increase recycled water utilization.,NYSE_MUR_2021_esg.jsonl,2021
other,NYSE_MUR_ESG,True,False,Our dedicated Canadian freshwater networks allow us to strategically withdraw and impound water volumes necessary to Our Tupper Montney and Eagle Ford Shale fit-for-purpose support development activities during “water-rich” or “freshet” networks offer direct (1:1) freshwater use reductions.,NYSE_MUR_2021_esg.jsonl,2021
other,NYSE_MUR_ESG,True,False,"SUPPORT EACH OTHER However, at some of Murphy’s locations, storage and conveyance restrictions limit our ability to reuse flowback and produced water.",NYSE_MUR_2021_esg.jsonl,2021
metric,NYSE_MUR_ESG,True,True,"We project that our TTuuppppeerr M Monotnnetnyey produced water use percentage per well completed will average 1% 32% 10% 100% approximately 40% in 2021, the highest performance achieved 83% since development of the asset began.",NYSE_MUR_2021_esg.jsonl,2021
